Id,SalePrice
2056,147000
2057,157000
2058,240000
2059,155000
2060,149900
2061,149900
2062,149900
2063,100000
2064,177500
2065,110000
2066,250000
2067,184000
2068,136500
2069,82000
2070,105000
2071,118000
2072,124000
2073,148000
2074,190000
2075,148000
2076,100000
2077,124000
2078,154000
2079,105000
2080,177000
2081,132500
2082,112000
2083,127000
2084,80000
2085,80000
2086,185000
2087,105000
2088,128000
2089,100000
2090,127000
2091,130000
2092,112000
2093,115000
2094,147000
2095,140000
2096,100000
2097,127000
2098,147000
2099,112000
2100,112000
2101,112000
2102,128000
2103,100000
2104,124000
2105,127000
2106,85000
2107,250000
2108,100000
2109,100000
2110,154000
2111,128000
2112,140000
2113,125500
2114,130000
2115,177000
2116,115000
2117,155000
2118,100000
2119,87000
2120,177000
2121,110000
2122,120000
2123,126000
2124,210000
2125,157000
2126,210000
2127,200000
2128,113000
2129,112000
2130,155000
2131,200000
2132,122000
2133,146000
2134,105000
2135,112000
2136,85000
2137,119000
2138,149900
2139,149900
2140,148000
2141,148000
2142,142000
2143,154000
2144,112000
2145,149900
2146,157000
2147,155000
2148,112000
2149,109500
2150,215000
2151,105000
2152,147000
2153,155000
2154,80000
2155,118000
2156,250000
2157,215000
2158,215000
2159,178000
2160,174000
2161,174000
2162,160000
2163,325000
2164,325000
2165,185000
2166,123000
2167,215000
2168,184000
2169,173000
2170,190000
2171,157000
2172,149900
2173,155000
2174,191000
2175,325000
2176,275000
2177,215000
2178,174000
2179,145000
2180,143000
2181,179900
2182,179900
2183,179900
2184,149900
2185,147000
2186,147000
2187,154000
2188,146000
2189,160000
2190,82000
2191,112000
2192,112000
2193,118000
2194,112000
2195,190000
2196,145000
2197,125500
2198,100000
2199,155000
2200,239000
2201,144000
2202,140000
2203,157000
2204,127000
2205,155000
2206,132500
2207,225000
2208,187500
2209,180000
2210,155000
2211,105000
2212,125500
2213,100000
2214,155000
2215,119000
2216,177000
2217,82000
2218,128000
2219,100000
2220,115000
2221,180000
2222,275000
2223,260000
2224,174000
2225,126000
2226,215000
2227,173000
2228,239000
2229,220000
2230,174000
2231,174000
2232,176000
2233,155000
2234,215000
2235,215000
2236,215000
2237,325000
2238,147000
2239,118000
2240,176000
2241,137500
2242,146000
2243,127000
2244,147000
2245,120000
2246,148000
2247,118000
2248,145000
2249,130500
2250,149900
2251,160000
2252,210000
2253,174000
2254,215000
2255,181000
2256,173000
2257,215000
2258,176000
2259,178000
2260,170000
2261,162000
2262,157000
2263,325000
2264,160000
2265,168000
2266,215000
2267,315000
2268,190000
2269,157000
2270,179900
2271,215000
2272,185000
2273,179900
2274,157000
2275,147000
2276,154000
2277,154000
2278,173000
2279,147000
2280,112000
2281,174000
2282,215000
2283,118000
2284,146000
2285,154000
2286,128500
2287,320000
2288,320000
2289,239000
2290,315000
2291,239000
2292,239000
2293,239000
2294,325000
2295,320000
2296,240000
2297,239000
2298,320000
2299,325000
2300,325000
2301,225000
2302,184000
2303,230000
2304,174000
2305,157000
2306,215000
2307,173000
2308,144000
2309,239000
2310,157000
2311,157000
2312,181000
2313,181000
2314,181000
2315,174000
2316,174000
2317,250000
2318,174000
2319,174000
2320,174000
2321,157000
2322,174000
2323,157000
2324,225000
2325,174000
2326,215000
2327,219500
2328,219500
2329,177500
2330,178000
2331,315000
2332,325000
2333,325000
2334,225000
2335,250000
2336,239000
2337,153500
2338,207500
2339,225000
2340,385000
2341,240000
2342,215000
2343,184000
2344,225000
2345,174000
2346,153500
2347,153500
2348,145000
2349,174000
2350,207500
2351,147000
2352,174000
2353,200000
2354,136500
2355,124000
2356,157000
2357,174000
2358,181000
2359,174000
2360,112500
2361,142500
2362,240000
2363,157000
2364,142500
2365,207500
2366,181000
2367,181000
2368,181000
2369,174000
2370,146000
2371,146000
2372,239000
2373,239000
2374,160000
2375,235000
2376,239000
2377,230000
2378,158000
2379,250000
2380,142500
2381,149900
2382,239000
2383,174000
2384,215000
2385,148000
2386,154000
2387,127000
2388,90000
2389,123000
2390,144000
2391,149900
2392,112500
2393,158000
2394,149900
2395,239000
2396,230000
2397,149900
2398,144000
2399,85000
2400,160000
2401,125000
2402,132500
2403,174000
2404,148000
2405,179900
2406,145000
2407,149900
2408,112000
2409,149900
2410,210000
2411,132500
2412,149900
2413,149900
2414,118000
2415,174000
2416,157000
2417,147000
2418,154000
2419,100000
2420,149900
2421,160000
2422,120000
2423,112000
2424,115000
2425,160000
2426,155000
2427,127000
2428,235000
2429,145000
2430,149900
2431,157000
2432,100000
2433,177000
2434,147000
2435,230000
2436,126000
2437,125000
2438,147000
2439,127000
2440,105000
2441,124000
2442,100000
2443,119000
2444,155000
2445,115000
2446,87000
2447,239000
2448,136000
2449,127000
2450,155000
2451,155000
2452,200000
2453,82000
2454,144000
2455,160000
2456,127000
2457,112000
2458,100000
2459,87000
2460,105000
2461,125500
2462,127000
2463,105000
2464,239000
2465,140000
2466,136000
2467,177000
2468,125000
2469,105000
2470,239000
2471,155000
2472,176000
2473,172500
2474,135000
2475,215000
2476,118000
2477,147000
2478,144000
2479,154000
2480,154000
2481,154000
2482,136500
2483,154000
2484,154000
2485,112500
2486,235000
2487,160000
2488,133000
2489,157000
2490,207500
2491,109500
2492,155000
2493,155000
2494,168000
2495,112000
2496,239000
2497,158000
2498,80000
2499,112000
2500,154000
2501,100000
2502,127000
2503,87000
2504,235000
2505,200000
2506,174000
2507,320000
2508,174000
2509,179900
2510,176000
2511,191000
2512,178000
2513,250000
2514,190000
2515,142500
2516,184000
2517,147000
2518,145000
2519,215000
2520,215000
2521,178000
2522,215000
2523,145000
2524,149900
2525,147000
2526,142500
2527,154000
2528,158000
2529,120500
2530,145000
2531,240000
2532,215000
2533,178000
2534,176000
2535,260000
2536,215000
2537,260000
2538,174000
2539,157000
2540,174000
2541,174000
2542,174000
2543,149000
2544,125000
2545,155000
2546,100000
2547,148000
2548,144000
2549,181000
2550,190000
2551,145000
2552,147000
2553,100000
2554,118000
2555,125000
2556,100000
2557,125000
2558,160000
2559,100000
2560,105000
2561,105000
2562,144000
2563,105000
2564,178000
2565,144000
2566,147000
2567,112000
2568,176000
2569,144000
2570,118000
2571,174000
2572,145000
2573,230000
2574,160000
2575,105000
2576,120000
2577,105000
2578,87000
2579,115000
2580,130000
2581,107000
2582,135000
2583,239000
2584,147000
2585,179900
2586,162000
2587,215000
2588,147000
2589,142500
2590,157000
2591,239000
2592,174000
2593,240000
2594,173000
2595,215000
2596,315000
2597,174000
2598,215000
2599,190000
2600,160000
2601,147000
2602,100000
2603,91000
2604,118000
2605,112000
2606,149900
2607,168000
2608,168000
2609,155000
2610,127000
2611,145000
2612,149900
2613,128500
2614,149900
2615,230000
2616,177500
2617,230000
2618,160000
2619,230000
2620,215000
2621,178000
2622,178000
2623,215000
2624,240000
2625,239000
2626,177500
2627,174000
2628,325000
2629,239000
2630,239000
2631,320000
2632,240000
2633,215000
2634,239000
2635,149900
2636,250000
2637,176000
2638,157000
2639,225000
2640,149900
2641,147000
2642,215000
2643,174000
2644,155000
2645,177500
2646,177500
2647,118000
2648,162000
2649,127000
2650,154000
2651,146000
2652,320000
2653,174000
2654,239000
2655,239000
2656,239000
2657,320000
2658,225000
2659,239000
2660,325000
2661,320000
2662,315000
2663,325000
2664,215000
2665,239000
2666,147000
2667,157000
2668,157000
2669,174000
2670,225000
2671,174000
2672,157000
2673,157000
2674,157000
2675,112000
2676,174000
2677,219500
2678,240000
2679,230000
2680,225000
2681,315000
2682,260000
2683,235000
2684,250000
2685,235000
2686,157000
2687,157000
2688,174000
2689,153500
2690,239000
2691,174000
2692,136500
2693,174000
2694,112000
2695,178000
2696,178000
2697,176000
2698,190000
2699,153500
2700,153500
2701,179900
2702,157000
2703,112000
2704,127000
2705,142500
2706,154000
2707,157000
2708,142500
2709,100000
2710,128500
2711,160000
2712,260000
2713,176000
2714,151000
2715,177000
2716,176000
2717,165000
2718,239000
2719,162000
2720,155000
2721,149900
2722,185000
2723,149900
2724,123000
2725,149900
2726,147000
2727,130000
2728,230000
2729,157000
2730,149900
2731,157000
2732,120000
2733,127000
2734,144000
2735,149900
2736,210000
2737,127000
2738,174000
2739,149900
2740,149900
2741,157000
2742,230000
2743,137500
2744,155000
2745,145000
2746,136500
2747,174000
2748,123000
2749,177500
2750,139000
2751,149900
2752,160000
2753,143000
2754,140000
2755,145000
2756,115000
2757,112000
2758,112000
2759,140000
2760,115000
2761,149900
2762,149900
2763,179900
2764,155000
2765,240000
2766,105000
2767,90000
2768,100000
2769,112000
2770,142500
2771,142500
2772,127000
2773,127000
2774,119000
2775,100000
2776,145000
2777,105000
2778,105000
2779,140000
2780,115000
2781,124000
2782,112000
2783,112000
2784,100000
2785,140000
2786,100000
2787,100000
2788,109500
2789,200000
2790,124000
2791,190000
2792,85000
2793,115000
2794,112000
2795,127000
2796,112000
2797,190000
2798,112000
2799,110000
2800,100000
2801,125000
2802,145000
2803,230000
2804,144000
2805,109500
2806,91000
2807,185000
2808,142000
2809,148000
2810,142000
2811,154000
2812,149900
2813,136500
2814,136500
2815,115000
2816,230000
2817,235000
2818,147000
2819,135000
2820,149900
2821,115000
2822,160000
2823,160000
2824,170000
2825,155000
2826,142000
2827,127000
2828,240000
2829,147000
2830,174000
2831,145000
2832,157000
2833,157000
2834,174000
2835,215000
2836,174000
2837,149900
2838,142500
2839,181000
2840,215000
2841,215000
2842,215000
2843,154000
2844,147000
2845,123000
2846,215000
2847,215000
2848,157000
2849,178000
2850,260000
2851,215000
2852,215000
2853,184000
2854,145000
2855,157000
2856,178000
2857,174000
2858,157000
2859,130000
2860,127500
2861,149900
2862,174000
2863,130000
2864,157000
2865,145000
2866,130000
2867,80000
2868,112000
2869,125000
2870,140000
2871,115000
2872,115000
2873,145000
2874,127000
2875,145000
2876,105000
2877,105000
2878,177000
2879,147000
2880,112000
2881,124000
2882,177000
2883,177000
2884,177000
2885,239000
2886,239000
2887,105000
2888,105000
2889,124000
2890,115000
2891,177000
2892,82000
2893,130000
2894,100000
2895,239000
2896,275000
2897,215000
2898,136500
2899,215000
2900,149900
2901,185000
2902,143000
2903,280000
2904,320000
2905,112000
2906,145000
2907,174000
2908,149900
2909,136500
2910,80000
2911,100000
2912,147000
2913,112000
2914,118000
2915,100000
2916,112000
2917,149900
2918,130000
2919,225000
